task,model,dataset,n_seeds,n_points_per_cluster,proj,clustering,cluster distance,representative,k,pool size,recall,map
txt2img,clip,flickr30k,10,20,tsne (pca),hdbscan,25,medoid,10,1000,0.12,0.1
txt2img,clip,flickr30k,2,30,tsne (pca),hdbscan,25,medoid,10,1000,0.92,0.55
txt2img,clip,flickr30k,3,30,tsne (pca),hdbscan,25,medoid,10,1000,0.6,0.4
txt2img,clip,flickr30k,5,30,tsne (pca),hdbscan,25,medoid,10,1000,0.32,0.22
txt2img,clip,flickr30k,10,30,tsne (pca),hdbscan,25,medoid,10,1000,0.16,0.09
txt2img,clip,flickr30k,2,5,tsne (pca),hdbscan,50,centroid,10,1000,0,0
txt2img,clip,flickr30k,3,5,tsne (pca),hdbscan,50,centroid,10,1000,0,0
txt2img,clip,flickr30k,5,5,tsne (pca),hdbscan,50,centroid,10,1000,0,0
txt2img,clip,flickr30k,10,5,tsne (pca),hdbscan,50,centroid,10,1000,0.04,0.04
txt2img,clip,flickr30k,2,10,tsne (pca),hdbscan,50,centroid,10,1000,0,0
txt2img,clip,flickr30k,3,10,tsne (pca),hdbscan,50,centroid,10,1000,0.12,0.05
txt2img,clip,flickr30k,5,10,tsne (pca),hdbscan,50,centroid,10,1000,0.24,0.13
txt2img,clip,flickr30k,10,10,tsne (pca),hdbscan,50,centroid,10,1000,0.04,0.02
txt2img,clip,flickr30k,2,20,tsne (pca),hdbscan,50,centroid,10,1000,0.6,0.37
txt2img,clip,flickr30k,3,20,tsne (pca),hdbscan,50,centroid,10,1000,0.52,0.39
txt2img,clip,flickr30k,5,20,tsne (pca),hdbscan,50,centroid,10,1000,0.24,0.15
txt2img,clip,flickr30k,10,20,tsne (pca),hdbscan,50,centroid,10,1000,0.04,0.02
txt2img,clip,flickr30k,2,30,tsne (pca),hdbscan,50,centroid,10,1000,0.8,0.58
txt2img,clip,flickr30k,3,30,tsne (pca),hdbscan,50,centroid,10,1000,0.32,0.16
txt2img,clip,flickr30k,5,30,tsne (pca),hdbscan,50,centroid,10,1000,0.36,0.18
txt2img,clip,flickr30k,10,30,tsne (pca),hdbscan,50,centroid,10,1000,0.12,0.05
txt2img,clip,flickr30k,2,5,tsne (pca),hdbscan,50,medoid,10,1000,0,0
txt2img,clip,flickr30k,3,5,tsne (pca),hdbscan,50,medoid,10,1000,0,0
txt2img,clip,flickr30k,5,5,tsne (pca),hdbscan,50,medoid,10,1000,0.04,0.02
txt2img,clip,flickr30k,10,5,tsne (pca),hdbscan,50,medoid,10,1000,0.08,0.02
txt2img,clip,flickr30k,2,10,tsne (pca),hdbscan,50,medoid,10,1000,0,0
txt2img,clip,flickr30k,3,10,tsne (pca),hdbscan,50,medoid,10,1000,0.24,0.13
txt2img,clip,flickr30k,5,10,tsne (pca),hdbscan,50,medoid,10,1000,0.36,0.26
txt2img,clip,flickr30k,10,10,tsne (pca),hdbscan,50,medoid,10,1000,0.08,0.08
txt2img,clip,flickr30k,2,20,tsne (pca),hdbscan,50,medoid,10,1000,0.72,0.4
txt2img,clip,flickr30k,3,20,tsne (pca),hdbscan,50,medoid,10,1000,0.4,0.27
txt2img,clip,flickr30k,5,20,tsne (pca),hdbscan,50,medoid,10,1000,0.24,0.09
txt2img,clip,flickr30k,10,20,tsne (pca),hdbscan,50,medoid,10,1000,0.16,0.07
txt2img,clip,flickr30k,2,30,tsne (pca),hdbscan,50,medoid,10,1000,0.76,0.55
txt2img,clip,flickr30k,3,30,tsne (pca),hdbscan,50,medoid,10,1000,0.48,0.19
txt2img,clip,flickr30k,5,30,tsne (pca),hdbscan,50,medoid,10,1000,0.28,0.16
txt2img,clip,flickr30k,10,30,tsne (pca),hdbscan,50,medoid,10,1000,0.08,0.01
txt2img,clip,flickr30k,2,5,tsne (pca),agglomerative,5,centroid,10,1000,0.8,0.36
txt2img,clip,flickr30k,3,5,tsne (pca),agglomerative,5,centroid,10,1000,0.84,0.41
txt2img,clip,flickr30k,5,5,tsne (pca),agglomerative,5,centroid,10,1000,0.92,0.44
txt2img,clip,flickr30k,10,5,tsne (pca),agglomerative,5,centroid,10,1000,0.24,0.09
txt2img,clip,flickr30k,2,10,tsne (pca),agglomerative,5,centroid,10,1000,0.92,0.52
txt2img,clip,flickr30k,3,10,tsne (pca),agglomerative,5,centroid,10,1000,0.52,0.28
txt2img,clip,flickr30k,5,10,tsne (pca),agglomerative,5,centroid,10,1000,0.8,0.43
txt2img,clip,flickr30k,10,10,tsne (pca),agglomerative,5,centroid,10,1000,0.56,0.27
txt2img,clip,flickr30k,2,20,tsne (pca),agglomerative,5,centroid,10,1000,0.88,0.54
txt2img,clip,flickr30k,3,20,tsne (pca),agglomerative,5,centroid,10,1000,0.88,0.52
txt2img,clip,flickr30k,5,20,tsne (pca),agglomerative,5,centroid,10,1000,0.88,0.54
txt2img,clip,flickr30k,10,20,tsne (pca),agglomerative,5,centroid,10,1000,0.68,0.39
txt2img,clip,flickr30k,2,30,tsne (pca),agglomerative,5,centroid,10,1000,0.8,0.44
txt2img,clip,flickr30k,3,30,tsne (pca),agglomerative,5,centroid,10,1000,0.88,0.62
txt2img,clip,flickr30k,5,30,tsne (pca),agglomerative,5,centroid,10,1000,0.96,0.5
txt2img,clip,flickr30k,10,30,tsne (pca),agglomerative,5,centroid,10,1000,0.76,0.45
txt2img,clip,flickr30k,2,5,tsne (pca),agglomerative,5,medoid,10,1000,0.84,0.43
txt2img,clip,flickr30k,3,5,tsne (pca),agglomerative,5,medoid,10,1000,0.76,0.29
txt2img,clip,flickr30k,5,5,tsne (pca),agglomerative,5,medoid,10,1000,0.84,0.55
txt2img,clip,flickr30k,10,5,tsne (pca),agglomerative,5,medoid,10,1000,0.4,0.21
txt2img,clip,flickr30k,2,10,tsne (pca),agglomerative,5,medoid,10,1000,0.88,0.53
txt2img,clip,flickr30k,3,10,tsne (pca),agglomerative,5,medoid,10,1000,0.72,0.5
txt2img,clip,flickr30k,5,10,tsne (pca),agglomerative,5,medoid,10,1000,0.72,0.43
txt2img,clip,flickr30k,10,10,tsne (pca),agglomerative,5,medoid,10,1000,0.48,0.26
txt2img,clip,flickr30k,2,20,tsne (pca),agglomerative,5,medoid,10,1000,0.52,0.32
txt2img,clip,flickr30k,3,20,tsne (pca),agglomerative,5,medoid,10,1000,0.68,0.45
txt2img,clip,flickr30k,5,20,tsne (pca),agglomerative,5,medoid,10,1000,0.88,0.36
txt2img,clip,flickr30k,10,20,tsne (pca),agglomerative,5,medoid,10,1000,0.6,0.27
txt2img,clip,flickr30k,2,30,tsne (pca),agglomerative,5,medoid,10,1000,0.8,0.38
txt2img,clip,flickr30k,3,30,tsne (pca),agglomerative,5,medoid,10,1000,0.8,0.57
txt2img,clip,flickr30k,5,30,tsne (pca),agglomerative,5,medoid,10,1000,0.88,0.63
txt2img,clip,flickr30k,10,30,tsne (pca),agglomerative,5,medoid,10,1000,0.76,0.41
txt2img,clip,flickr30k,2,5,tsne (pca),agglomerative,15,centroid,10,1000,0.88,0.52
txt2img,clip,flickr30k,3,5,tsne (pca),agglomerative,15,centroid,10,1000,0.72,0.38
txt2img,clip,flickr30k,5,5,tsne (pca),agglomerative,15,centroid,10,1000,0.56,0.34
txt2img,clip,flickr30k,10,5,tsne (pca),agglomerative,15,centroid,10,1000,0.0,0.0
txt2img,clip,flickr30k,2,10,tsne (pca),agglomerative,15,centroid,10,1000,0.92,0.39
txt2img,clip,flickr30k,3,10,tsne (pca),agglomerative,15,centroid,10,1000,0.44,0.2
txt2img,clip,flickr30k,5,10,tsne (pca),agglomerative,15,centroid,10,1000,0.04,0.04
txt2img,clip,flickr30k,10,10,tsne (pca),agglomerative,15,centroid,10,1000,0.28,0.17
txt2img,clip,flickr30k,2,20,tsne (pca),agglomerative,15,centroid,10,1000,0.32,0.21
txt2img,clip,flickr30k,3,20,tsne (pca),agglomerative,15,centroid,10,1000,0.44,0.24
txt2img,clip,flickr30k,5,20,tsne (pca),agglomerative,15,centroid,10,1000,0.8,0.5
txt2img,clip,flickr30k,10,20,tsne (pca),agglomerative,15,centroid,10,1000,0.8,0.45
txt2img,clip,flickr30k,2,30,tsne (pca),agglomerative,15,centroid,10,1000,0.8,0.52
txt2img,clip,flickr30k,3,30,tsne (pca),agglomerative,15,centroid,10,1000,0.76,0.39
txt2img,clip,flickr30k,5,30,tsne (pca),agglomerative,15,centroid,10,1000,0.92,0.53
txt2img,clip,flickr30k,10,30,tsne (pca),agglomerative,15,centroid,10,1000,0.64,0.44
txt2img,clip,flickr30k,2,5,tsne (pca),agglomerative,15,medoid,10,1000,0.84,0.4
txt2img,clip,flickr30k,3,5,tsne (pca),agglomerative,15,medoid,10,1000,0.76,0.35
txt2img,clip,flickr30k,5,5,tsne (pca),agglomerative,15,medoid,10,1000,0.76,0.45
txt2img,clip,flickr30k,10,5,tsne (pca),agglomerative,15,medoid,10,1000,0.04,0.01
txt2img,clip,flickr30k,2,10,tsne (pca),agglomerative,15,medoid,10,1000,0.96,0.49
txt2img,clip,flickr30k,3,10,tsne (pca),agglomerative,15,medoid,10,1000,0.24,0.1
txt2img,clip,flickr30k,5,10,tsne (pca),agglomerative,15,medoid,10,1000,0.12,0.12
txt2img,clip,flickr30k,10,10,tsne (pca),agglomerative,15,medoid,10,1000,0.44,0.23
txt2img,clip,flickr30k,2,20,tsne (pca),agglomerative,15,medoid,10,1000,0.36,0.22
txt2img,clip,flickr30k,3,20,tsne (pca),agglomerative,15,medoid,10,1000,0.36,0.15
txt2img,clip,flickr30k,5,20,tsne (pca),agglomerative,15,medoid,10,1000,0.6,0.37
txt2img,clip,flickr30k,10,20,tsne (pca),agglomerative,15,medoid,10,1000,0.64,0.51
txt2img,clip,flickr30k,2,30,tsne (pca),agglomerative,15,medoid,10,1000,0.72,0.46
txt2img,clip,flickr30k,3,30,tsne (pca),agglomerative,15,medoid,10,1000,0.72,0.51
txt2img,clip,flickr30k,5,30,tsne (pca),agglomerative,15,medoid,10,1000,0.72,0.44
txt2img,clip,flickr30k,10,30,tsne (pca),agglomerative,15,medoid,10,1000,0.68,0.36
txt2img,clip,flickr30k,2,5,tsne (pca),agglomerative,25,centroid,10,1000,0.84,0.38
txt2img,clip,flickr30k,3,5,tsne (pca),agglomerative,25,centroid,10,1000,0.68,0.39
txt2img,clip,flickr30k,5,5,tsne (pca),agglomerative,25,centroid,10,1000,0.92,0.53
txt2img,clip,flickr30k,10,5,tsne (pca),agglomerative,25,centroid,10,1000,0.0,0.0
txt2img,clip,flickr30k,2,10,tsne (pca),agglomerative,25,centroid,10,1000,0.8,0.44
txt2img,clip,flickr30k,3,10,tsne (pca),agglomerative,25,centroid,10,1000,0.76,0.38
txt2img,clip,flickr30k,5,10,tsne (pca),agglomerative,25,centroid,10,1000,0.0,0.0
txt2img,clip,flickr30k,10,10,tsne (pca),agglomerative,25,centroid,10,1000,0.24,0.12
txt2img,clip,flickr30k,2,20,tsne (pca),agglomerative,25,centroid,10,1000,0.48,0.14
txt2img,clip,flickr30k,3,20,tsne (pca),agglomerative,25,centroid,10,1000,0.2,0.09
txt2img,clip,flickr30k,5,20,tsne (pca),agglomerative,25,centroid,10,1000,0.72,0.42
txt2img,clip,flickr30k,10,20,tsne (pca),agglomerative,25,centroid,10,1000,0.56,0.44
txt2img,clip,flickr30k,2,30,tsne (pca),agglomerative,25,centroid,10,1000,0.32,0.15
txt2img,clip,flickr30k,3,30,tsne (pca),agglomerative,25,centroid,10,1000,0.68,0.43
txt2img,clip,flickr30k,5,30,tsne (pca),agglomerative,25,centroid,10,1000,0.76,0.48
txt2img,clip,flickr30k,10,30,tsne (pca),agglomerative,25,centroid,10,1000,0.72,0.49
txt2img,clip,flickr30k,2,5,tsne (pca),agglomerative,25,medoid,10,1000,0.8,0.43
txt2img,clip,flickr30k,3,5,tsne (pca),agglomerative,25,medoid,10,1000,0.8,0.43
txt2img,clip,flickr30k,5,5,tsne (pca),agglomerative,25,medoid,10,1000,0.72,0.49
txt2img,clip,flickr30k,10,5,tsne (pca),agglomerative,25,medoid,10,1000,0.04,0.01
txt2img,clip,flickr30k,2,10,tsne (pca),agglomerative,25,medoid,10,1000,0.96,0.4
txt2img,clip,flickr30k,3,10,tsne (pca),agglomerative,25,medoid,10,1000,0.48,0.22
txt2img,clip,flickr30k,5,10,tsne (pca),agglomerative,25,medoid,10,1000,0.12,0.06
txt2img,clip,flickr30k,10,10,tsne (pca),agglomerative,25,medoid,10,1000,0.28,0.09
txt2img,clip,flickr30k,2,20,tsne (pca),agglomerative,25,medoid,10,1000,0.48,0.18
txt2img,clip,flickr30k,3,20,tsne (pca),agglomerative,25,medoid,10,1000,0.24,0.15
txt2img,clip,flickr30k,5,20,tsne (pca),agglomerative,25,medoid,10,1000,0.52,0.28
txt2img,clip,flickr30k,10,20,tsne (pca),agglomerative,25,medoid,10,1000,0.44,0.24
txt2img,clip,flickr30k,2,30,tsne (pca),agglomerative,25,medoid,10,1000,0.4,0.23
txt2img,clip,flickr30k,3,30,tsne (pca),agglomerative,25,medoid,10,1000,0.64,0.33
txt2img,clip,flickr30k,5,30,tsne (pca),agglomerative,25,medoid,10,1000,0.72,0.54
txt2img,clip,flickr30k,10,30,tsne (pca),agglomerative,25,medoid,10,1000,0.6,0.35
txt2img,clip,flickr30k,2,5,tsne (pca),agglomerative,50,centroid,10,1000,0.68,0.36
txt2img,clip,flickr30k,3,5,tsne (pca),agglomerative,50,centroid,10,1000,0.8,0.34
txt2img,clip,flickr30k,5,5,tsne (pca),agglomerative,50,centroid,10,1000,0.76,0.33
txt2img,clip,flickr30k,10,5,tsne (pca),agglomerative,50,centroid,10,1000,0.0,0.0
txt2img,clip,flickr30k,2,10,tsne (pca),agglomerative,50,centroid,10,1000,0.84,0.44
txt2img,clip,flickr30k,3,10,tsne (pca),agglomerative,50,centroid,10,1000,0.48,0.16
txt2img,clip,flickr30k,5,10,tsne (pca),agglomerative,50,centroid,10,1000,0.12,0.04
txt2img,clip,flickr30k,10,10,tsne (pca),agglomerative,50,centroid,10,1000,0.0,0.0
txt2img,clip,flickr30k,2,20,tsne (pca),agglomerative,50,centroid,10,1000,0.16,0.04
txt2img,clip,flickr30k,3,20,tsne (pca),agglomerative,50,centroid,10,1000,0.16,0.04
txt2img,clip,flickr30k,5,20,tsne (pca),agglomerative,50,centroid,10,1000,0.12,0.05
txt2img,clip,flickr30k,10,20,tsne (pca),agglomerative,50,centroid,10,1000,0.32,0.15
txt2img,clip,flickr30k,2,30,tsne (pca),agglomerative,50,centroid,10,1000,0.32,0.15
txt2img,clip,flickr30k,3,30,tsne (pca),agglomerative,50,centroid,10,1000,0.08,0.01
txt2img,clip,flickr30k,5,30,tsne (pca),agglomerative,50,centroid,10,1000,0.52,0.26
txt2img,clip,flickr30k,10,30,tsne (pca),agglomerative,50,centroid,10,1000,0.56,0.41
txt2img,clip,flickr30k,2,5,tsne (pca),agglomerative,50,medoid,10,1000,0.8,0.43
txt2img,clip,flickr30k,3,5,tsne (pca),agglomerative,50,medoid,10,1000,0.8,0.33
txt2img,clip,flickr30k,5,5,tsne (pca),agglomerative,50,medoid,10,1000,0.56,0.32
txt2img,clip,flickr30k,10,5,tsne (pca),agglomerative,50,medoid,10,1000,0.04,0.01
txt2img,clip,flickr30k,2,10,tsne (pca),agglomerative,50,medoid,10,1000,0.84,0.43
txt2img,clip,flickr30k,3,10,tsne (pca),agglomerative,50,medoid,10,1000,0.52,0.4
txt2img,clip,flickr30k,5,10,tsne (pca),agglomerative,50,medoid,10,1000,0.16,0.07
txt2img,clip,flickr30k,10,10,tsne (pca),agglomerative,50,medoid,10,1000,0.04,0.01
txt2img,clip,flickr30k,2,20,tsne (pca),agglomerative,50,medoid,10,1000,0.2,0.13
txt2img,clip,flickr30k,3,20,tsne (pca),agglomerative,50,medoid,10,1000,0.24,0.15
txt2img,clip,flickr30k,5,20,tsne (pca),agglomerative,50,medoid,10,1000,0.16,0.08
txt2img,clip,flickr30k,10,20,tsne (pca),agglomerative,50,medoid,10,1000,0.24,0.21
txt2img,clip,flickr30k,2,30,tsne (pca),agglomerative,50,medoid,10,1000,0.28,0.19
txt2img,clip,flickr30k,3,30,tsne (pca),agglomerative,50,medoid,10,1000,0.12,0.09
txt2img,clip,flickr30k,5,30,tsne (pca),agglomerative,50,medoid,10,1000,0.52,0.29
txt2img,clip,flickr30k,10,30,tsne (pca),agglomerative,50,medoid,10,1000,0.56,0.37
txt2img,clip,flickr30k,2,5,tsne,hdbscan,5,centroid,10,1000,0,0
txt2img,clip,flickr30k,3,5,tsne,hdbscan,5,centroid,10,1000,0,0
txt2img,clip,flickr30k,5,5,tsne,hdbscan,5,centroid,10,1000,0.04,0.01
txt2img,clip,flickr30k,10,5,tsne,hdbscan,5,centroid,10,1000,0.12,0.07
txt2img,clip,flickr30k,2,10,tsne,hdbscan,5,centroid,10,1000,0.04,0.0
txt2img,clip,flickr30k,3,10,tsne,hdbscan,5,centroid,10,1000,0.2,0.06
txt2img,clip,flickr30k,5,10,tsne,hdbscan,5,centroid,10,1000,0.36,0.13
txt2img,clip,flickr30k,10,10,tsne,hdbscan,5,centroid,10,1000,0.12,0.09
txt2img,clip,flickr30k,2,20,tsne,hdbscan,5,centroid,10,1000,0.8,0.55
txt2img,clip,flickr30k,3,20,tsne,hdbscan,5,centroid,10,1000,0.6,0.34
txt2img,clip,flickr30k,5,20,tsne,hdbscan,5,centroid,10,1000,0.24,0.15
txt2img,clip,flickr30k,10,20,tsne,hdbscan,5,centroid,10,1000,0.08,0.06
txt2img,clip,flickr30k,2,30,tsne,hdbscan,5,centroid,10,1000,0.8,0.52
txt2img,clip,flickr30k,3,30,tsne,hdbscan,5,centroid,10,1000,0.44,0.22
txt2img,clip,flickr30k,5,30,tsne,hdbscan,5,centroid,10,1000,0.28,0.18
txt2img,clip,flickr30k,10,30,tsne,hdbscan,5,centroid,10,1000,0.2,0.1
txt2img,clip,flickr30k,2,5,tsne,hdbscan,5,medoid,10,1000,0,0
txt2img,clip,flickr30k,3,5,tsne,hdbscan,5,medoid,10,1000,0,0
txt2img,clip,flickr30k,5,5,tsne,hdbscan,5,medoid,10,1000,0.08,0.06
txt2img,clip,flickr30k,10,5,tsne,hdbscan,5,medoid,10,1000,0,0
txt2img,clip,flickr30k,2,10,tsne,hdbscan,5,medoid,10,1000,0,0
txt2img,clip,flickr30k,3,10,tsne,hdbscan,5,medoid,10,1000,0.12,0.07
txt2img,clip,flickr30k,5,10,tsne,hdbscan,5,medoid,10,1000,0.24,0.14
txt2img,clip,flickr30k,10,10,tsne,hdbscan,5,medoid,10,1000,0.08,0.04
txt2img,clip,flickr30k,2,20,tsne,hdbscan,5,medoid,10,1000,0.56,0.34
txt2img,clip,flickr30k,3,20,tsne,hdbscan,5,medoid,10,1000,0.4,0.2
txt2img,clip,flickr30k,5,20,tsne,hdbscan,5,medoid,10,1000,0.44,0.26
txt2img,clip,flickr30k,10,20,tsne,hdbscan,5,medoid,10,1000,0.12,0.06
txt2img,clip,flickr30k,2,30,tsne,hdbscan,5,medoid,10,1000,0.6,0.35
txt2img,clip,flickr30k,3,30,tsne,hdbscan,5,medoid,10,1000,0.48,0.3
txt2img,clip,flickr30k,5,30,tsne,hdbscan,5,medoid,10,1000,0.32,0.2
txt2img,clip,flickr30k,10,30,tsne,hdbscan,5,medoid,10,1000,0.12,0.04
txt2img,clip,flickr30k,2,5,tsne,hdbscan,15,centroid,10,1000,0,0
txt2img,clip,flickr30k,3,5,tsne,hdbscan,15,centroid,10,1000,0,0
txt2img,clip,flickr30k,5,5,tsne,hdbscan,15,centroid,10,1000,0,0
txt2img,clip,flickr30k,10,5,tsne,hdbscan,15,centroid,10,1000,0.04,0.02
txt2img,clip,flickr30k,2,10,tsne,hdbscan,15,centroid,10,1000,0,0
txt2img,clip,flickr30k,3,10,tsne,hdbscan,15,centroid,10,1000,0.16,0.1
txt2img,clip,flickr30k,5,10,tsne,hdbscan,15,centroid,10,1000,0.32,0.18
txt2img,clip,flickr30k,10,10,tsne,hdbscan,15,centroid,10,1000,0.12,0.1
txt2img,clip,flickr30k,2,20,tsne,hdbscan,15,centroid,10,1000,0.76,0.57
txt2img,clip,flickr30k,3,20,tsne,hdbscan,15,centroid,10,1000,0.4,0.2
txt2img,clip,flickr30k,5,20,tsne,hdbscan,15,centroid,10,1000,0.32,0.16
txt2img,clip,flickr30k,10,20,tsne,hdbscan,15,centroid,10,1000,0.08,0.08
txt2img,clip,flickr30k,2,30,tsne,hdbscan,15,centroid,10,1000,0.8,0.57
txt2img,clip,flickr30k,3,30,tsne,hdbscan,15,centroid,10,1000,0.6,0.3
txt2img,clip,flickr30k,5,30,tsne,hdbscan,15,centroid,10,1000,0.24,0.15
txt2img,clip,flickr30k,10,30,tsne,hdbscan,15,centroid,10,1000,0.08,0.08
txt2img,clip,flickr30k,2,5,tsne,hdbscan,15,medoid,10,1000,0,0
txt2img,clip,flickr30k,3,5,tsne,hdbscan,15,medoid,10,1000,0,0
txt2img,clip,flickr30k,5,5,tsne,hdbscan,15,medoid,10,1000,0,0
txt2img,clip,flickr30k,10,5,tsne,hdbscan,15,medoid,10,1000,0.04,0.04
txt2img,clip,flickr30k,2,10,tsne,hdbscan,15,medoid,10,1000,0,0
txt2img,clip,flickr30k,3,10,tsne,hdbscan,15,medoid,10,1000,0.08,0.05
txt2img,clip,flickr30k,5,10,tsne,hdbscan,15,medoid,10,1000,0.32,0.19
txt2img,clip,flickr30k,10,10,tsne,hdbscan,15,medoid,10,1000,0.16,0.08
txt2img,clip,flickr30k,2,20,tsne,hdbscan,15,medoid,10,1000,0.6,0.33
txt2img,clip,flickr30k,3,20,tsne,hdbscan,15,medoid,10,1000,0.48,0.24
txt2img,clip,flickr30k,5,20,tsne,hdbscan,15,medoid,10,1000,0.32,0.23
txt2img,clip,flickr30k,10,20,tsne,hdbscan,15,medoid,10,1000,0.12,0.09
txt2img,clip,flickr30k,2,30,tsne,hdbscan,15,medoid,10,1000,0.6,0.48
txt2img,clip,flickr30k,3,30,tsne,hdbscan,15,medoid,10,1000,0.48,0.24
txt2img,clip,flickr30k,5,30,tsne,hdbscan,15,medoid,10,1000,0.36,0.14
txt2img,clip,flickr30k,10,30,tsne,hdbscan,15,medoid,10,1000,0.16,0.08
txt2img,clip,flickr30k,2,5,tsne,hdbscan,25,centroid,10,1000,0,0
txt2img,clip,flickr30k,3,5,tsne,hdbscan,25,centroid,10,1000,0,0
txt2img,clip,flickr30k,5,5,tsne,hdbscan,25,centroid,10,1000,0.08,0.02
txt2img,clip,flickr30k,10,5,tsne,hdbscan,25,centroid,10,1000,0.04,0.01
txt2img,clip,flickr30k,2,10,tsne,hdbscan,25,centroid,10,1000,0,0
txt2img,clip,flickr30k,3,10,tsne,hdbscan,25,centroid,10,1000,0.08,0.02
txt2img,clip,flickr30k,5,10,tsne,hdbscan,25,centroid,10,1000,0.16,0.11
txt2img,clip,flickr30k,10,10,tsne,hdbscan,25,centroid,10,1000,0.08,0.05
txt2img,clip,flickr30k,2,20,tsne,hdbscan,25,centroid,10,1000,0.8,0.57
txt2img,clip,flickr30k,3,20,tsne,hdbscan,25,centroid,10,1000,0.32,0.2
txt2img,clip,flickr30k,5,20,tsne,hdbscan,25,centroid,10,1000,0.28,0.19
txt2img,clip,flickr30k,10,20,tsne,hdbscan,25,centroid,10,1000,0.08,0.04
txt2img,clip,flickr30k,2,30,tsne,hdbscan,25,centroid,10,1000,0.76,0.51
txt2img,clip,flickr30k,3,30,tsne,hdbscan,25,centroid,10,1000,0.68,0.37
txt2img,clip,flickr30k,5,30,tsne,hdbscan,25,centroid,10,1000,0.36,0.18
txt2img,clip,flickr30k,10,30,tsne,hdbscan,25,centroid,10,1000,0.12,0.08
txt2img,clip,flickr30k,2,5,tsne,hdbscan,25,medoid,10,1000,0,0
txt2img,clip,flickr30k,3,5,tsne,hdbscan,25,medoid,10,1000,0,0
txt2img,clip,flickr30k,5,5,tsne,hdbscan,25,medoid,10,1000,0.08,0.01
txt2img,clip,flickr30k,10,5,tsne,hdbscan,25,medoid,10,1000,0.08,0.03
txt2img,clip,flickr30k,2,10,tsne,hdbscan,25,medoid,10,1000,0,0
txt2img,clip,flickr30k,3,10,tsne,hdbscan,25,medoid,10,1000,0.16,0.06
txt2img,clip,flickr30k,5,10,tsne,hdbscan,25,medoid,10,1000,0.4,0.22
txt2img,clip,flickr30k,10,10,tsne,hdbscan,25,medoid,10,1000,0.12,0.02
txt2img,clip,flickr30k,2,20,tsne,hdbscan,25,medoid,10,1000,0.84,0.53
txt2img,clip,flickr30k,3,20,tsne,hdbscan,25,medoid,10,1000,0.56,0.33
txt2img,clip,flickr30k,5,20,tsne,hdbscan,25,medoid,10,1000,0.32,0.21
txt2img,clip,flickr30k,10,20,tsne,hdbscan,25,medoid,10,1000,0.16,0.06
txt2img,clip,flickr30k,2,30,tsne,hdbscan,25,medoid,10,1000,0.72,0.48
txt2img,clip,flickr30k,3,30,tsne,hdbscan,25,medoid,10,1000,0.44,0.29
txt2img,clip,flickr30k,5,30,tsne,hdbscan,25,medoid,10,1000,0.32,0.25
txt2img,clip,flickr30k,10,30,tsne,hdbscan,25,medoid,10,1000,0.2,0.11
txt2img,clip,flickr30k,2,5,tsne,hdbscan,50,centroid,10,1000,0,0
txt2img,clip,flickr30k,3,5,tsne,hdbscan,50,centroid,10,1000,0,0
txt2img,clip,flickr30k,5,5,tsne,hdbscan,50,centroid,10,1000,0.04,0.01
txt2img,clip,flickr30k,10,5,tsne,hdbscan,50,centroid,10,1000,0.04,0.04
txt2img,clip,flickr30k,2,10,tsne,hdbscan,50,centroid,10,1000,0,0
txt2img,clip,flickr30k,3,10,tsne,hdbscan,50,centroid,10,1000,0.12,0.03
txt2img,clip,flickr30k,5,10,tsne,hdbscan,50,centroid,10,1000,0.44,0.13
txt2img,clip,flickr30k,10,10,tsne,hdbscan,50,centroid,10,1000,0.12,0.08
txt2img,clip,flickr30k,2,20,tsne,hdbscan,50,centroid,10,1000,0.84,0.54
txt2img,clip,flickr30k,3,20,tsne,hdbscan,50,centroid,10,1000,0.64,0.42
txt2img,clip,flickr30k,5,20,tsne,hdbscan,50,centroid,10,1000,0.36,0.22
txt2img,clip,flickr30k,10,20,tsne,hdbscan,50,centroid,10,1000,0.08,0.08
txt2img,clip,flickr30k,2,30,tsne,hdbscan,50,centroid,10,1000,0.56,0.34
txt2img,clip,flickr30k,3,30,tsne,hdbscan,50,centroid,10,1000,0.48,0.28
txt2img,clip,flickr30k,5,30,tsne,hdbscan,50,centroid,10,1000,0.36,0.18
txt2img,clip,flickr30k,10,30,tsne,hdbscan,50,centroid,10,1000,0.08,0.02
txt2img,clip,flickr30k,2,5,tsne,hdbscan,50,medoid,10,1000,0,0
txt2img,clip,flickr30k,3,5,tsne,hdbscan,50,medoid,10,1000,0,0
txt2img,clip,flickr30k,5,5,tsne,hdbscan,50,medoid,10,1000,0,0
txt2img,clip,flickr30k,10,5,tsne,hdbscan,50,medoid,10,1000,0.0,0.0
txt2img,clip,flickr30k,2,10,tsne,hdbscan,50,medoid,10,1000,0,0
txt2img,clip,flickr30k,3,10,tsne,hdbscan,50,medoid,10,1000,0.2,0.15
txt2img,clip,flickr30k,5,10,tsne,hdbscan,50,medoid,10,1000,0.28,0.17
txt2img,clip,flickr30k,10,10,tsne,hdbscan,50,medoid,10,1000,0.24,0.13
txt2img,clip,flickr30k,2,20,tsne,hdbscan,50,medoid,10,1000,0.56,0.34
txt2img,clip,flickr30k,3,20,tsne,hdbscan,50,medoid,10,1000,0.44,0.27
txt2img,clip,flickr30k,5,20,tsne,hdbscan,50,medoid,10,1000,0.28,0.14
txt2img,clip,flickr30k,10,20,tsne,hdbscan,50,medoid,10,1000,0.08,0.08
